,Conf,MP_C,PTS_C,TRB_C,AST_C,FG%_C,3P%_C,Player Name,SOS,School,FT%_C,Pk,Tm,Yrs,DRAFT_YEAR,MP.1,PTS.1,TRB.1,AST.1,FG%,3P%,Player,FT%
262,Big East,36.4,13.2,9.8,1.3,0.484,0.0,Solomon Jones,4.65,South Florida,0.778,33,ATL,8.0,2006,11.0,3.0,2.3,0.4,0.467,0.111,Solomon Jones,0.7170000000000001
263,Big Ten,30.8,17.5,9.1,1.6,0.5660000000000001,0.316,Paul Davis,7.27,Michigan State,0.87,34,LAC,4.0,2006,8.6,2.6,1.9,0.4,0.402,0.0,Paul Davis,0.732
264,Big 12,34.5,16.1,9.5,2.9,0.515,0.667,P.J. Tucker,6.99,Texas,0.747,35,TOR,8.0,2006,28.1,7.4,5.7,1.4,0.42700000000000005,0.36200000000000004,P.J. Tucker,0.747
265,ACC,36.3,17.6,9.4,3.0,0.573,0.083,Craig Smith,6.1,Boston College,0.643,36,MIN,6.0,2006,16.9,7.6,3.9,0.8,0.5529999999999999,0.037000000000000005,Craig Smith,0.6609999999999999
266,Pac-10,26.5,10.4,4.9,1.3,0.473,0.33,Bobby Jones,5.96,Washington,0.746,37,MIN,2.0,2006,9.5,3.2,1.6,0.5,0.442,0.306,Bobby Jones,0.685
267,ACC,33.7,12.9,6.8,3.5,0.532,0.424,David Noel,7.77,UNC,0.625,39,MIL,1.0,2006,11.6,2.7,1.8,1.0,0.36700000000000005,0.321,David Noel,0.86
268,Big East,23.6,10.7,4.4,1.4,0.40299999999999997,0.326,Denham Brown,6.57,UConn,0.868,40,SEA,,2006,,,,,,,Denham Brown,
269,Big Ten,32.7,13.6,9.1,1.8,0.624,0.5,James Augustine,6.29,Illinois,0.6509999999999999,41,ORL,2.0,2006,5.8,1.6,1.2,0.1,0.514,,James Augustine,0.5
270,Big 12,33.2,13.4,3.6,3.1,0.405,0.38,Daniel Gibson,6.99,Texas,0.726,42,CLE,7.0,2006,23.5,7.8,2.0,2.0,0.402,0.40700000000000003,Daniel Gibson,0.78
271,ACC,24.9,13.2,7.4,0.7,0.54,0.31,Alexander Johnson,4.86,Florida State,0.706,45,IND,2.0,2006,12.8,4.3,2.7,0.3,0.517,,Alexander Johnson,0.672
272,Big Ten,35.8,14.2,3.1,5.8,0.359,0.321,Dee Brown,6.29,Illinois,0.757,46,UTA,2.0,2006,10.5,2.1,1.0,1.8,0.34,0.25,Dee Brown,0.643
273,WAC,34.1,19.6,13.3,1.1,0.5710000000000001,0.35700000000000004,Paul Millsap,2.55,Louisiana Tech,0.623,47,UTA,13.0,2006,29.4,14.2,7.4,2.3,0.491,0.332,Paul Millsap,0.7340000000000001
274,Pac-10,35.3,20.5,10.1,1.4,0.496,0.33299999999999996,Leon Powe,8.84,California,0.7190000000000001,49,DEN,5.0,2006,13.9,6.2,3.8,0.3,0.515,0.0,Leon Powe,0.682
275,Pac-10,21.5,7.0,4.8,0.3,0.619,,Ryan Hollins,8.27,UCLA,0.602,50,CHA,10.0,2006,11.8,3.7,2.2,0.3,0.584,0.0,Ryan Hollins,0.649
276,ACC,35.2,17.2,2.9,2.9,0.415,0.364,Guillermo Diaz,7.0,Miami (FL),0.789,52,LAC,1.0,2006,3.0,0.8,0.3,0.2,0.25,0.0,Guillermo Diaz,0.6
277,Pac-10,33.3,17.5,5.0,2.9,0.478,0.262,Hassan Adams,10.09,Arizona,0.611,54,NJN,2.0,2006,7.5,2.5,1.2,0.2,0.534,0.0,Hassan Adams,0.643
278,A-10,31.6,14.5,5.3,3.1,0.485,0.275,J.R. Pinnock,-0.33,George Washington,0.7090000000000001,58,DAL,,2006,,,,,,,J.R. Pinnock,
279,Big 12,35.7,15.4,3.3,6.1,0.447,0.39799999999999996,Will Blalock,7.3,Iowa State,0.659,60,DET,1.0,2006,11.9,1.8,1.1,1.2,0.3,0.2,Will Blalock,1.0
280,Big Ten,28.9,15.7,9.6,0.7,0.616,,Greg Oden,9.03,Ohio State,0.628,1,POR,3.0,2007,19.3,8.0,6.2,0.5,0.574,,Greg Oden,0.6579999999999999
281,Big 12,35.9,25.8,11.1,1.3,0.473,0.40399999999999997,Kevin Durant,6.12,Texas,0.816,2,SEA,12.0,2007,37.0,27.2,7.1,4.0,0.491,0.382,Kevin Durant,0.883
282,SEC,27.8,13.2,9.5,2.2,0.608,0.0,Al Horford,7.33,Florida,0.644,3,ATL,12.0,2007,33.1,14.1,8.5,3.2,0.523,0.366,Al Horford,0.7490000000000001
283,Big Ten,31.6,11.3,3.4,6.1,0.518,0.304,Mike Conley,9.03,Ohio State,0.6940000000000001,4,MEM,12.0,2007,32.5,14.4,2.9,5.7,0.441,0.376,Mike Conley,0.815
284,Big East,33.3,14.3,6.4,3.2,0.513,0.375,Jeff Green,9.48,Georgetown,0.775,5,BOS,11.0,2007,30.2,13.2,4.6,1.6,0.439,0.331,Jeff Green,0.8009999999999999
285,SEC,28.5,13.2,4.7,2.9,0.475,0.336,Corey Brewer,7.33,Florida,0.723,7,MIN,11.0,2007,23.3,8.9,2.8,1.5,0.425,0.28300000000000003,Corey Brewer,0.713
286,ACC,27.4,14.7,6.2,1.0,0.6459999999999999,,Brandan Wright,9.3,UNC,0.5670000000000001,8,CHA,10.0,2007,16.2,7.0,3.6,0.5,0.607,0.0,Brandan Wright,0.674
287,SEC,25.9,12.0,8.4,2.3,0.607,1.0,Joakim Noah,7.33,Florida,0.6629999999999999,9,CHI,11.0,2007,28.6,8.9,9.3,2.9,0.49,0.0,Joakim Noah,0.6990000000000001
288,Pac-10,28.9,14.9,6.4,1.9,0.532,0.33299999999999996,Spencer Hawes,6.5,Washington,0.755,10,SAC,10.0,2007,22.7,8.7,5.7,1.9,0.457,0.35,Spencer Hawes,0.716
289,Big 12,33.9,18.1,3.3,5.0,0.5,0.45799999999999996,Acie Law,5.12,Texas A&M,0.778,11,ATL,4.0,2007,12.7,3.9,1.0,1.6,0.413,0.235,Acie Law,0.778
290,ACC,29.6,14.4,4.9,2.0,0.478,0.419,Thaddeus Young,9.36,Georgia Tech,0.743,12,PHI,12.0,2007,30.7,13.4,5.9,1.6,0.499,0.32299999999999995,Thaddeus Young,0.672
291,Big 12,27.6,12.0,7.8,2.2,0.5489999999999999,0.231,Julian Wright,6.86,Kansas,0.613,13,NOK,4.0,2007,13.2,3.9,2.3,0.8,0.499,0.262,Julian Wright,0.584
292,ACC,31.2,19.7,7.2,0.7,0.53,0.444,Al Thornton,8.63,Florida State,0.79,14,LAC,4.0,2007,28.0,11.9,4.2,1.2,0.452,0.293,Al Thornton,0.747
293,Big Sky,33.3,24.6,4.7,5.5,0.45299999999999996,0.267,Rodney Stuckey,-2.94,Eastern Washington,0.846,15,DET,10.0,2007,27.5,12.6,2.9,3.6,0.423,0.3,Rodney Stuckey,0.8240000000000001
294,Pac-10,33.2,17.5,4.6,1.4,0.525,0.44,Nick Young,7.87,USC,0.7859999999999999,16,WAS,11.0,2007,22.9,11.4,2.0,1.0,0.418,0.376,Nick Young,0.836
295,ACC,32.2,12.1,6.9,1.2,0.5479999999999999,,Sean Williams,9.21,Boston College,0.7,17,NJN,4.0,2007,14.4,4.2,3.4,0.3,0.511,0.0,Sean Williams,0.624
296,ACC,31.3,14.4,3.7,5.8,0.45,0.35600000000000004,Javaris Crittenton,9.36,Georgia Tech,0.7829999999999999,19,LAL,2.0,2007,16.4,5.3,2.4,1.8,0.442,0.231,Javaris Crittenton,0.638
297,MWC,30.2,16.8,10.1,1.9,0.579,0.0,Jason Smith,3.71,Colorado State,0.77,20,MIA,11.0,2007,16.4,6.2,3.4,0.7,0.469,0.335,Jason Smith,0.7829999999999999
298,Big Ten,19.7,9.8,4.3,1.0,0.445,0.415,Daequan Cook,9.03,Ohio State,0.6970000000000001,21,PHI,6.0,2007,18.3,6.4,2.1,0.7,0.369,0.359,Daequan Cook,0.813
299,ACC,38.4,19.0,8.3,3.0,0.562,0.44299999999999995,Jared Dudley,9.21,Boston College,0.743,22,CHA,12.0,2007,23.4,7.9,3.3,1.6,0.465,0.39299999999999996,Jared Dudley,0.732
300,Big East,31.7,14.6,6.9,1.4,0.45,0.33299999999999996,Wilson Chandler,8.53,DePaul,0.654,23,NYK,11.0,2007,31.0,13.3,5.4,1.8,0.446,0.341,Wilson Chandler,0.768
301,CUSA,33.4,26.4,6.6,1.2,0.483,0.456,Morris Almond,1.43,Rice,0.846,25,UTA,3.0,2007,9.5,3.1,1.2,0.3,0.381,0.292,Morris Almond,0.743
302,Pac-10,36.8,17.7,4.3,4.3,0.46,0.40399999999999997,Aaron Brooks,6.3,Oregon,0.846,26,HOU,10.0,2007,20.8,9.7,1.7,3.0,0.413,0.37,Aaron Brooks,0.8370000000000001
303,Pac-10,32.9,16.9,2.8,1.9,0.461,0.375,Arron Afflalo,9.84,UCLA,0.802,27,DET,11.0,2007,27.3,10.8,2.9,1.8,0.45,0.386,Arron Afflalo,0.825
304,Big Ten,32.8,19.9,5.4,2.0,0.47,0.325,Alando Tucker,6.95,Wisconsin,0.659,29,PHO,3.0,2007,8.4,4.1,1.0,0.3,0.423,0.294,Alando Tucker,0.7829999999999999
305,Big Ten,30.4,18.9,7.3,1.2,0.597,0.21100000000000002,Carl Landry,8.89,Purdue,0.726,31,SEA,9.0,2007,22.5,10.8,4.9,0.7,0.535,0.3,Carl Landry,0.785
306,Pac-10,33.1,12.5,2.8,4.3,0.41600000000000004,0.35,Gabe Pruitt,7.87,USC,0.8,32,BOS,2.0,2007,7.4,2.0,0.8,0.8,0.321,0.28300000000000003,Gabe Pruitt,0.7829999999999999
307,WAC,30.3,20.4,11.1,1.8,0.568,0.431,Nick Fazekas,1.09,Nevada,0.848,34,DAL,1.0,2007,10.3,4.1,3.4,0.4,0.561,0.0,Nick Fazekas,0.682
308,SEC,35.0,17.7,10.4,2.3,0.484,0.34700000000000003,Glen Davis,7.44,LSU,0.713,35,SEA,8.0,2007,21.1,8.0,4.4,0.9,0.447,0.182,Glen Davis,0.7
309,SEC,32.3,14.0,8.2,1.5,0.40700000000000003,0.25,Jermareo Davidson,6.24,Alabama,0.775,36,GSW,2.0,2007,8.3,3.1,1.8,0.3,0.425,,Jermareo Davidson,0.578
310,ACC,35.3,13.0,7.9,3.5,0.502,0.217,Josh McRoberts,10.48,Duke,0.664,37,POR,11.0,2007,19.1,5.4,3.9,2.1,0.46299999999999997,0.34,Josh McRoberts,0.705
311,SEC,18.4,6.2,3.7,0.4,0.69,,Chris Richard,7.33,Florida,0.627,41,MIN,2.0,2007,11.1,1.9,2.8,0.4,0.483,,Chris Richard,0.605
312,SEC,31.4,17.0,4.9,3.4,0.457,0.373,Derrick Byars,7.79,Vanderbilt,0.711,42,POR,1.0,2007,18.5,5.0,5.5,0.5,0.273,0.0,Derrick Byars,1.0
313,Big Ten,34.5,20.5,4.6,2.6,0.408,0.363,Adam Haluska,6.35,Iowa,0.87,43,NOK,,2007,,,,,,,Adam Haluska,
314,ACC,21.5,9.7,5.4,1.7,0.494,0.43700000000000006,Reyshawn Terry,9.3,UNC,0.7390000000000001,44,ORL,,2007,,,,,,,Reyshawn Terry,
315,MAAC,37.9,17.2,5.9,8.7,0.425,0.298,Jared Jordan,-4.29,Marist,0.69,45,LAC,,2007,,,,,,,Jared Jordan,
316,A-10,30.6,13.5,9.5,0.8,0.611,,Stephane Lasme,0.97,UMass,0.622,46,GSW,1.0,2007,18.9,5.2,3.3,0.2,0.451,,Stephane Lasme,0.594
317,WAC,32.9,13.5,9.8,3.3,0.47100000000000003,0.299,Dominic McGuire,-0.14,Fresno State,0.586,47,WAS,6.0,2007,15.6,2.7,3.4,1.2,0.419,0.188,Dominic McGuire,0.6579999999999999
318,Big East,28.2,13.9,9.5,1.7,0.565,,Aaron Gray,8.53,Pitt,0.5479999999999999,49,CHI,7.0,2007,12.1,3.4,3.7,0.7,0.509,0.0,Aaron Gray,0.562
319,Big 12,37.0,17.3,3.2,3.7,0.452,0.41100000000000003,JamesOn Curry,6.34,Oklahoma State,0.7929999999999999,51,CHI,1.0,2007,0.0,0.0,0.0,0.0,,,JamesOn Curry,
320,SEC,33.2,13.3,2.4,3.7,0.444,0.406,Taurean Green,7.33,Florida,0.8490000000000001,52,POR,1.0,2007,4.4,1.6,0.6,0.6,0.28,0.182,Taurean Green,0.917
321,Big East,34.8,18.9,5.4,1.5,0.447,0.41700000000000004,Demetris Nichols,6.47,Syracuse,0.85,53,POR,2.0,2007,3.2,1.2,0.4,0.1,0.281,0.2,Demetris Nichols,0.5
322,Big East,31.9,18.1,8.8,1.5,0.64,0.0,Herbert Hill,6.69,Providence,0.602,55,UTA,,2007,,,,,,,Herbert Hill,
323,WAC,30.2,12.3,4.7,4.7,0.452,0.38,Ramon Sessions,1.09,Nevada,0.825,56,MIL,11.0,2007,23.3,10.3,2.7,4.1,0.434,0.316,Ramon Sessions,0.7909999999999999
324,Big East,33.5,14.1,5.9,2.6,0.48100000000000004,0.353,Sammy Mejia,8.53,DePaul,0.602,57,DET,,2007,,,,,,,Sammy Mejia,
325,ACC,31.9,14.9,4.4,3.5,0.47700000000000004,0.34299999999999997,D.J. Strawberry,7.59,Maryland,0.685,59,PHO,1.0,2007,8.2,2.2,0.8,0.9,0.315,0.24,D.J. Strawberry,0.474
326,CUSA,29.2,14.9,4.5,4.7,0.47700000000000004,0.337,Derrick Rose,5.76,Memphis,0.7120000000000001,1,CHI,10.0,2008,33.6,18.9,3.6,5.7,0.452,0.306,Derrick Rose,0.823
327,Big 12,31.5,26.2,12.4,1.2,0.532,0.379,Michael Beasley,7.79,Kansas State,0.774,2,MIA,11.0,2008,23.2,12.6,4.8,1.3,0.46399999999999997,0.35200000000000004,Michael Beasley,0.76
328,Pac-10,36.8,20.7,4.5,3.3,0.442,0.409,O.J. Mayo,8.59,USC,0.8029999999999999,3,MIN,8.0,2008,30.9,13.8,3.1,2.9,0.429,0.373,O.J. Mayo,0.82
329,Pac-10,33.8,12.7,3.9,4.3,0.465,0.33799999999999997,Russell Westbrook,7.71,UCLA,0.713,4,SEA,11.0,2008,34.3,23.0,6.7,8.2,0.435,0.308,Russell Westbrook,0.8109999999999999
330,Pac-10,29.6,17.5,10.6,1.9,0.5589999999999999,0.354,Kevin Love,7.71,UCLA,0.767,5,MEM,11.0,2008,32.2,18.3,11.3,2.3,0.44299999999999995,0.37,Kevin Love,0.8240000000000001
331,Big Ten,34.7,20.9,3.3,2.4,0.433,0.337,Eric Gordon,6.08,Indiana,0.8340000000000001,7,LAC,11.0,2008,33.2,16.7,2.5,3.0,0.428,0.37200000000000005,Eric Gordon,0.816
332,Big East,31.6,16.9,6.4,2.4,0.462,0.268,Joe Alexander,7.16,West Virginia,0.8140000000000001,8,MIL,2.0,2008,11.1,4.2,1.8,0.7,0.41,0.34,Joe Alexander,0.698
333,Big 12,37.3,19.2,2.9,5.8,0.439,0.381,D.J. Augustin,8.59,Texas,0.7829999999999999,9,CHA,11.0,2008,23.7,9.6,1.8,3.9,0.40700000000000003,0.37799999999999995,D.J. Augustin,0.862
334,Pac-10,30.8,19.3,8.2,1.4,0.46799999999999997,0.0,Brook Lopez,6.95,Stanford,0.789,10,NJN,11.0,2008,31.1,17.7,6.7,1.5,0.501,0.341,Brook Lopez,0.79
335,Pac-10,35.7,19.7,2.7,4.0,0.45799999999999996,0.40700000000000003,Jerryd Bayless,10.22,Arizona,0.8390000000000001,11,IND,10.0,2008,21.4,8.5,2.1,2.8,0.414,0.366,Jerryd Bayless,0.8240000000000001
336,MAAC,34.6,20.4,12.1,2.7,0.56,0.324,Jason Thompson,-3.72,Rider,0.581,12,SAC,8.0,2008,25.2,8.9,6.6,1.1,0.496,0.14300000000000002,Jason Thompson,0.657
337,Big 12,29.7,13.3,5.1,2.1,0.435,0.419,Brandon Rush,8.2,Kansas,0.779,13,POR,9.0,2008,22.0,6.8,2.9,1.0,0.426,0.402,Brandon Rush,0.706
338,SEC,32.8,15.6,8.5,1.2,0.46399999999999997,0.105,Anthony Randolph,5.66,LSU,0.693,14,GSW,6.0,2008,15.2,7.1,4.3,0.7,0.45299999999999996,0.24100000000000002,Anthony Randolph,0.74
339,Pac-10,24.5,10.2,5.7,0.6,0.534,1.0,Robin Lopez,6.95,Stanford,0.652,15,PHO,11.0,2008,23.0,8.9,5.4,0.8,0.526,0.24,Robin Lopez,0.76
340,SEC,24.3,14.5,8.1,0.9,0.624,,Marreese Speights,4.98,Florida,0.6920000000000001,16,PHI,10.0,2008,15.1,7.9,4.1,0.7,0.45899999999999996,0.35600000000000004,Marreese Speights,0.797
341,Big East,26.3,13.4,6.4,1.9,0.609,1.0,Roy Hibbert,7.23,Georgetown,0.6459999999999999,17,TOR,9.0,2008,24.8,10.0,6.3,1.3,0.465,0.25,Roy Hibbert,0.755
342,WAC,27.3,14.1,7.3,0.6,0.529,0.33299999999999996,JaVale McGee,-0.11,Nevada,0.525,18,WAS,11.0,2008,17.0,7.7,4.8,0.4,0.563,0.111,JaVale McGee,0.585
343,ACC,28.7,14.8,8.5,1.0,0.591,0.0,J.J. Hickson,9.06,NC State,0.677,19,CLE,8.0,2008,22.3,9.5,6.8,0.8,0.505,0.0,J.J. Hickson,0.617
344,Pac-10,32.8,21.1,9.9,1.4,0.49,0.41,Ryan Anderson,8.45,California,0.8690000000000001,21,NJN,11.0,2008,26.3,12.6,5.4,0.9,0.42200000000000004,0.38,Ryan Anderson,0.8540000000000001
345,Sun Belt,30.0,20.4,4.9,2.1,0.47700000000000004,0.397,Courtney Lee,0.24,Western Kentucky,0.8220000000000001,22,ORL,10.0,2008,28.1,10.0,2.7,1.7,0.451,0.389,Courtney Lee,0.856
346,Big Ten,27.1,14.4,6.7,0.5,0.508,0.349,Kosta Koufos,7.97,Ohio State,0.68,23,UTA,11.0,2008,16.7,5.8,5.1,0.5,0.537,0.0,Kosta Koufos,0.5870000000000001
347,Summit,36.8,21.5,6.8,4.3,0.545,0.45,George Hill,-2.41,IUPUI,0.812,26,SAS,11.0,2008,28.7,11.6,3.1,3.3,0.455,0.384,George Hill,0.8009999999999999
348,Big 12,24.7,12.8,6.3,0.8,0.5429999999999999,0.16699999999999998,Darrell Arthur,8.2,Kansas,0.7020000000000001,27,NOH,9.0,2008,17.8,6.5,3.5,0.8,0.444,0.35200000000000004,Darrell Arthur,0.765
349,Big East,35.8,17.7,7.2,2.0,0.418,0.345,Donte Greene,7.96,Syracuse,0.7070000000000001,28,MEM,4.0,2008,16.8,6.1,2.4,0.7,0.406,0.304,Donte Greene,0.701
350,Big Ten,33.5,17.4,10.3,0.8,0.605,0.33299999999999996,D.J. White,6.08,Indiana,0.6890000000000001,29,DET,6.0,2008,15.3,5.9,3.2,0.6,0.507,0.33299999999999996,D.J. White,0.72
351,MWC,32.2,16.3,8.8,3.1,0.516,0.33299999999999996,J.R. Giddens,1.72,New Mexico,0.586,30,BOS,2.0,2008,6.5,1.9,1.4,0.3,0.47600000000000003,0.0,J.R. Giddens,0.565
352,CUSA,24.9,14.2,6.8,1.7,0.523,0.0,Walter Sharpe,2.09,Alabama-Birmingham,0.523,32,SEA,1.0,2008,2.5,1.0,0.4,0.0,0.364,0.0,Walter Sharpe,0.0
353,CUSA,25.2,6.9,9.5,0.5,0.647,,Joey Dorsey,5.76,Memphis,0.37799999999999995,33,POR,4.0,2008,11.4,2.6,3.9,0.4,0.534,0.0,Joey Dorsey,0.375
354,Big 12,30.0,12.8,3.1,4.3,0.516,0.46799999999999997,Mario Chalmers,8.2,Kansas,0.746,34,MIN,9.0,2008,26.7,8.9,2.5,3.7,0.41700000000000004,0.35100000000000003,Mario Chalmers,0.7929999999999999
355,Big 12,20.1,7.9,6.0,0.4,0.617,,DeAndre Jordan,7.46,Texas A&M,0.43700000000000006,35,LAC,11.0,2008,28.2,9.5,10.7,0.8,0.6709999999999999,0.091,DeAndre Jordan,0.45299999999999996
356,Pac-10,33.1,12.2,5.3,4.3,0.46299999999999997,0.364,Kyle Weaver,6.35,Washington State,0.733,38,CHA,3.0,2008,18.9,5.0,2.2,1.6,0.441,0.353,Kyle Weaver,0.736
357,SEC,31.4,15.0,4.5,2.6,0.46399999999999997,0.37,Sonny Weems,6.73,Arkansas,0.8029999999999999,39,CHI,4.0,2008,18.2,6.5,2.2,1.4,0.465,0.28300000000000003,Sonny Weems,0.7020000000000001
358,CUSA,28.7,18.1,4.1,1.8,0.541,0.413,Chris Douglas-Roberts,5.76,Memphis,0.7120000000000001,40,NJN,6.0,2008,19.7,7.1,2.1,1.1,0.439,0.32899999999999996,Chris Douglas-Roberts,0.831
359,ACC,34.0,19.8,3.8,6.1,0.426,0.36700000000000005,Sean Singletary,5.63,Virginia,0.851,42,SAC,1.0,2008,8.2,2.4,0.9,0.8,0.365,0.4,Sean Singletary,0.857
360,Big East,21.7,6.1,4.2,1.8,0.529,0.28300000000000003,Patrick Ewing,7.23,Georgetown,0.6579999999999999,43,SAC,1.0,2008,2.7,0.4,0.3,0.3,0.0,0.0,Patrick Ewing,0.75
361,MWC,27.4,15.6,7.7,1.5,0.542,,Trent Plaisted,1.33,BYU,0.542,46,SEA,,2008,,,,,,,Trent Plaisted,
362,Big 12,27.3,16.1,6.3,1.9,0.465,0.307,Bill Walker,7.79,Kansas State,0.737,47,WAS,5.0,2008,16.7,6.0,2.2,0.8,0.446,0.369,Bill Walker,0.76
363,Pac-10,31.5,16.3,4.8,2.1,0.525,0.433,Malik Hairston,7.65,Oregon,0.732,48,PHO,2.0,2008,7.6,2.4,1.2,0.5,0.512,0.16699999999999998,Malik Hairston,0.514
364,SEC,30.6,17.8,10.1,1.6,0.598,0.28600000000000003,Richard Hendrix,5.7,Alabama,0.537,49,GSW,,2008,,,,,,,Richard Hendrix,
365,Pac-10,23.8,9.3,7.4,0.7,0.5539999999999999,,DeVon Hardin,8.45,California,0.636,50,SEA,,2008,,,,,,,DeVon Hardin,
366,SEC,33.7,20.3,4.9,1.6,0.523,0.469,Shan Foster,5.54,Vanderbilt,0.76,51,DAL,,2008,,,,,,,Shan Foster,
367,Big 12,24.3,11.2,6.7,1.1,0.626,0.33299999999999996,Darnell Jackson,8.2,Kansas,0.691,52,MIA,3.0,2008,7.5,2.2,1.5,0.2,0.449,0.235,Darnell Jackson,0.644
368,Pac-10,34.7,15.2,9.2,2.8,0.5589999999999999,0.49200000000000005,Maarty Leunen,7.65,Oregon,0.789,54,HOU,,2008,,,,,,,Maarty Leunen,
369,Big 12,35.0,16.0,4.1,4.5,0.376,0.36,Mike Taylor,5.19,Iowa State,0.682,55,POR,1.0,2008,15.1,5.7,1.7,2.1,0.41200000000000003,0.325,Mike Taylor,0.691
370,Big 12,17.7,7.1,3.9,0.3,0.619,,Sasha Kaun,8.2,Kansas,0.541,56,SEA,1.0,2008,3.8,0.9,1.0,0.1,0.529,,Sasha Kaun,0.455
371,ACC,32.0,15.9,7.9,1.4,0.496,0.31,James Gist,7.28,Maryland,0.737,57,SAS,,2008,,,,,,,James Gist,
372,SEC,33.6,17.9,3.6,2.1,0.469,0.364,Joe Crawford,7.09,Kentucky,0.762,58,LAL,1.0,2008,11.5,4.5,2.0,0.5,0.3,0.25,Joe Crawford,1.0
373,ACC,33.1,13.1,6.5,2.3,0.41600000000000004,0.26899999999999996,Deron Washington,6.54,Virginia Tech,0.6709999999999999,59,DET,,2008,,,,,,,Deron Washington,
374,Big 12,33.3,22.7,14.4,2.3,0.654,0.375,Blake Griffin,6.88,Oklahoma,0.59,1,LAC,9.0,2009,35.1,21.6,9.2,4.3,0.507,0.33399999999999996,Blake Griffin,0.685
375,Big East,31.8,13.6,10.8,0.5,0.64,,Hasheem Thabeet,8.57,UConn,0.627,2,MEM,5.0,2009,10.5,2.2,2.7,0.1,0.5670000000000001,,Hasheem Thabeet,0.578
376,Pac-10,35.8,20.1,5.6,4.2,0.489,0.35600000000000004,James Harden,7.82,Arizona State,0.7559999999999999,3,OKC,10.0,2009,33.9,23.2,5.1,6.1,0.44299999999999995,0.364,James Harden,0.853
377,CUSA,29.0,17.1,5.4,3.9,0.455,0.27399999999999997,Tyreke Evans,4.63,Memphis,0.711,4,SAC,10.0,2009,31.7,16.3,4.7,5.0,0.44299999999999995,0.32,Tyreke Evans,0.759
378,Big East,37.3,17.4,2.7,6.7,0.46,0.317,Jonny Flynn,9.48,Syracuse,0.7859999999999999,6,MIN,3.0,2009,22.9,9.2,1.9,3.9,0.4,0.33799999999999997,Jonny Flynn,0.809
379,Southern,33.7,28.6,4.4,5.6,0.45399999999999996,0.387,Stephen Curry,-3.33,Davidson,0.8759999999999999,7,GSW,10.0,2009,34.4,23.2,4.4,6.8,0.478,0.43799999999999994,Stephen Curry,0.904
380,Pac-10,35.7,18.3,11.0,1.5,0.537,,Jordan Hill,8.8,Arizona,0.654,8,NYK,8.0,2009,18.8,7.9,5.8,0.8,0.49700000000000005,0.136,Jordan Hill,0.6990000000000001
381,Pac-10,33.4,13.9,5.7,1.5,0.523,0.16699999999999998,DeMar DeRozan,9.15,USC,0.6459999999999999,9,TOR,10.0,2009,34.1,19.8,4.1,3.2,0.449,0.28600000000000003,DeMar DeRozan,0.828
382,Big East,34.2,12.5,8.6,5.0,0.431,0.385,Terrence Williams,8.41,Louisville,0.581,11,NJN,4.0,2009,19.1,7.1,3.6,2.4,0.41200000000000003,0.317,Terrence Williams,0.659
383,ACC,29.7,16.5,4.9,2.5,0.45,0.336,Gerald Henderson,9.07,Duke,0.7609999999999999,12,CHA,8.0,2009,25.9,11.2,3.2,1.9,0.44,0.327,Gerald Henderson,0.7929999999999999
384,ACC,30.3,20.7,8.1,1.0,0.514,0.391,Tyler Hansbrough,8.35,UNC,0.841,13,IND,7.0,2009,16.9,6.7,4.2,0.4,0.439,0.136,Tyler Hansbrough,0.738
385,Big East,34.3,14.2,8.7,3.2,0.457,0.326,Earl Clark,8.41,Louisville,0.647,14,PHO,6.0,2009,13.9,4.4,3.0,0.5,0.40299999999999997,0.32799999999999996,Earl Clark,0.664
386,WCC,26.3,12.7,6.8,1.1,0.47700000000000004,0.429,Austin Daye,3.55,Gonzaga,0.706,15,DET,6.0,2009,14.1,5.2,2.6,0.7,0.402,0.35100000000000003,Austin Daye,0.778
387,NEC,36.1,16.5,3.3,3.5,0.381,0.365,James Johnson,-5.8,Quinnipiac,0.737,16,CHI,10.0,2009,20.7,7.9,3.6,2.1,0.479,0.299,James Johnson,0.695
388,Pac-10,27.1,8.5,3.8,3.7,0.45,0.307,Jrue Holiday,7.18,UCLA,0.726,17,PHI,10.0,2009,32.9,15.1,3.7,6.3,0.45,0.35600000000000004,Jrue Holiday,0.785
389,ACC,29.9,16.6,3.0,6.6,0.532,0.47200000000000003,Ty Lawson,8.35,UNC,0.7979999999999999,18,MIN,8.0,2009,29.2,12.7,2.7,6.0,0.46,0.359,Ty Lawson,0.77
390,ACC,32.0,18.8,3.3,3.5,0.485,0.441,Jeff Teague,7.36,Wake Forest,0.8170000000000001,19,ATL,10.0,2009,27.7,12.8,2.5,5.7,0.446,0.35600000000000004,Jeff Teague,0.846
391,CAA,35.5,22.4,3.6,6.2,0.46299999999999997,0.361,Eric Maynor,-0.65,VCU,0.815,20,UTA,5.0,2009,14.6,4.3,1.3,2.8,0.392,0.35,Eric Maynor,0.721
392,Pac-10,31.5,14.4,2.4,4.7,0.509,0.39399999999999996,Darren Collison,7.18,UCLA,0.897,21,NOH,10.0,2009,29.4,12.6,2.6,4.9,0.47100000000000003,0.391,Darren Collison,0.852
393,Pac-10,33.7,14.3,9.0,1.3,0.601,,Taj Gibson,9.15,USC,0.659,26,CHI,10.0,2009,26.1,9.8,6.4,1.0,0.507,0.21600000000000003,Taj Gibson,0.7040000000000001
